"0","col_psy_sub <- c(""DepressionScore"" = ""#7570B3"",  # viola"
"0","  ""AnxietyScore""    = ""#E7298A"",  # rosa"
"0","  ""StressScore""     = ""#D95F02"")   # arancio"
"0",""
"0","psy_long =cognition_df[, c(""DepressionScore"", ""AnxietyScore"", ""StressScore"")]"
"0",""
"0","psy_long = pivot_longer(psy_long, cols = everything(), names_to = ""Sottoscala"", values_to = ""Punteggio"" )"
"0",""
"0",""
"0","#BARPLOT"
"0","ggplot(psy_long, aes(x = Punteggio, fill = Sottoscala, color = Sottoscala)) +"
"0","  geom_histogram( aes(y = after_stat(density)),"
"0","  binwidth = 1,"
"0","  boundary = -0.5,"
"0","  position = ""identity"","
"0","  alpha = 0.18,"
"0","  linewidth = 0.2  ) +"
"0","  "
"0","#CURVE DI DENSITA'"
"0","geom_density("
"0","  linewidth = 1.1,"
"0","  fill = NA,"
"0","  adjust = 1.2) +"
"0","  scale_fill_manual(values = col_psy_sub) +"
"0","  scale_color_manual(values = col_psy_sub) +"
"0","  labs( title = """","
"0","    x = ""Punteggio"","
"0","    y = ""Densità"","
"0","    fill = ""Sottoscala"","
"0","    color = ""Sottoscala""  ) +"
"0","  theme_minimal(base_size = 12) +"
"0","  theme("
"0","    plot.title = element_text(face = ""bold"", size = 13),"
"0","    legend.title = element_text(face = ""bold"", size = 10),"
"0","    legend.text = element_text(size = 9)  )"
