"0","cognition_df$Gender = factor(cognition_df$Gender,"
"0","levels = c(0, 1),"
"0","labels = c(""Female"", ""Male""))"
"0",""
"0","cognition_df$AllNighter = factor(cognition_df$AllNighter,"
"0","levels = c(0, 1),"
"0","labels = c(""No"", ""Yes""))"
"0",""
"0","cognition_df$ClassYear = factor(cognition_df$ClassYear,"
"0","levels = c(1, 2, 3, 4),"
"0","labels = c(""1° Year"", ""2° Year"", ""3° Year"", ""4° Year""))"
"0",""
"0","# sprememba referenčne kategorije"
"0","cognition_df$LarkOwl = relevel(cognition_df$LarkOwl, ref = ""Neither"")"
"0",""
"0","str(cognition_df) # preverjanje faktorizacije"
"1","'data.frame':	"
"1",""
"1","253"
"1",""
"1"," obs. of  "
"1",""
"1","18"
"1",""
"1"," variable"
"1",""
"1","s"
"1",""
"1",":"
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","CognitionZscore "
"1",""
"1",":"
"1"," num  "
"1",""
"1","-0.26 1.39 0.38 1.39 1.22 -0.04 0.41 -0.59 1.03 0.72"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","AverageSleep    "
"1",""
"1",":"
"1"," num  "
"1",""
"1","7.18 6.93 5.02 6.9 6.35 9.04 7.52 9.01 8.54 6.68"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","WeekdaySleep    "
"1",""
"1",":"
"1"," num  "
"1",""
"1","7.7 6.8 3 6.77 6.09 9.05 7.73 9.02 8.25 6.6"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","WeekendSleep    "
"1",""
"1",":"
"1"," num  "
"1",""
"1","5.88 7.25 10.09 7.25 7"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","PoorSleepQuality"
"1",""
"1",":"
"1"," int  "
"1",""
"1","4 6 18 9 9 6 2 10 5 2"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","NumEarlyClass   "
"1",""
"1",":"
"1"," int  "
"1",""
"1","0 2 0 5 0 0 2 0 2 2"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","LarkOwl         "
"1",""
"1",":"
"1"," Factor w/ 3 levels ""Neither"",""Lark"",..: "
"1",""
"1","1 1 3 2 3 1 2 2 1 1"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","AllNighter      "
"1",""
"1",":"
"1"," Factor w/ 2 levels ""No"",""Yes"": "
"1",""
"1","1 1 1 1 1 1 2 1 1 1"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","DASScore        "
"1",""
"1",":"
"1"," int  "
"1",""
"1","15 4 45 11 46 50 2 7 48 48"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","DepressionScore "
"1",""
"1",":"
"1"," int  "
"1",""
"1","4 1 18 1 7 14 1 2 12 6"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","AnxietyScore    "
"1",""
"1",":"
"1"," int  "
"1",""
"1","3 0 18 4 25 8 0 2 16 11"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","StressScore     "
"1",""
"1",":"
"1"," int  "
"1",""
"1","8 3 9 6 14 28 1 3 20 31"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","Happiness       "
"1",""
"1",":"
"1"," int  "
"1",""
"1","28 25 17 32 15 22 25 29 29 30"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","Drinks          "
"1",""
"1",":"
"1"," int  "
"1",""
"1","10 6 3 2 4 0 6 3 3 6"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","ClassesMissed   "
"1",""
"1",":"
"1"," int  "
"1",""
"1","0 0 12 0 4 0 2 0 0 0"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","GPA             "
"1",""
"1",":"
"1"," num  "
"1",""
"1","3.6 3.24 2.97 3.76 3.2 3.5 3.35 3 4 2.9"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","Gender          "
"1",""
"1",":"
"1"," Factor w/ 2 levels ""Female"",""Male"": "
"1",""
"1","1 1 1 1 1 2 2 1 1 1"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","ClassYear       "
"1",""
"1",":"
"1"," Factor w/ 4 levels ""1° Year"",""2° Year"",..: "
"1",""
"1","4 4 4 1 4 4 2 2 1 4"
"1",""
"1"," ..."
"1",""
"1","
"
