nome_originale;percorso_originale;sha256;duplicato;duplicato_di;id_delibera;nome_assegnato;eliminato
atto_51.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_51.pdf;c2b79a33f3a1e09dbc681bf63c809568d1fc663da7426fbfbc246df3e363b162;0;;ATTO_051;atto_51.pdf;0
atto_52.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_52.pdf;8fda968e7143f4b15b96998a1df2d5adf2d19befb9cf745f0425370f8b4a88e0;0;;ATTO_052;atto_52.pdf;0
atto_53.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_53.pdf;5731042cda5576bbcd48734c6454ae52df00066fc6a10669b53dd9cd6b1be5c8;0;;ATTO_053;atto_53.pdf;0
atto_54.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_54.pdf;a04d1ff70f2bf6728b183ed39d3d3e97e52b6f5049d7682f6400548500993ab2;0;;ATTO_054;atto_54.pdf;0
atto_55.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_55.pdf;34b0423e5d340965d7947f06b5c68ea26df414a2deef319c181944d61688e230;0;;ATTO_055;atto_55.pdf;0
atto_56.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_56.pdf;44c13aae13611fbaf6bd564159cd861ddb1478a7d2f8bed6c81314155aa07810;0;;ATTO_056;atto_56.pdf;0
atto_57.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_57.pdf;b64e466d91c6a76f6f065be647ad03dcbf7ce6b408c99abdf230423d63c07c71;0;;ATTO_057;atto_57.pdf;0
atto_58.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_58.pdf;c7c7d308cfad7acd754070174facaaf9eedbfad8813e9999a0db24f1a93d5351;0;;ATTO_058;atto_58.pdf;0
atto_59.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_59.pdf;75182d7d67ff490764726ffc0ad5452cc9a9473e8af51b9f1bdd49a3b14522da;0;;ATTO_059;atto_59.pdf;0
atto_60.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_60.pdf;56b16101d64849bdaeb21beed220c631040937a522a357f4cb6e7952059766db;0;;ATTO_060;atto_60.pdf;0
atto_61.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_61.pdf;8cb77d7d476b03353ee5444e67352de854bdf1fa41e2d2700fb3005db4799196;0;;ATTO_061;atto_61.pdf;0
atto_62.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_62.pdf;489b8b62f6a5aab475be1c55e5e88c49349fd48f585ceadbd4d31bb91c8f57d9;0;;ATTO_062;atto_62.pdf;0
ATTO_63.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\ATTO_63.pdf;b7060adc0c5aeb5dc55f6ec75cd6f869c4a9f532b3f93ef60b77ca46ff0edb31;0;;ATTO_063;ATTO_63.pdf;0
atto_64.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_64.PDF;6372187c053800fdbbef970b5c7c572cef8e09885ff77f6b08a733c6ab1e3890;0;;ATTO_064;atto_64.PDF;0
atto_65.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_65.pdf;9edb4f3440a9b45d84e670d86c34e19851b1e26ab8480eb6a3ac5dc90f2c1f8f;0;;ATTO_065;atto_65.pdf;0
atto_66.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_66.pdf;6cef712e1e24787f3b2a68a3f377e1ce46f75c2daf721743347b102db370cd6f;0;;ATTO_066;atto_66.pdf;0
atto_67.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_67.pdf;a632fa8ef65e2921f8799be46ff566094cfebded033652b891f4f2e0f59d21c6;0;;ATTO_067;atto_67.pdf;0
atto_68.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_68.pdf;caf9dea409ac39f82464f1ebf445bab7f7bccc072307bcd12d9c8a7e06bd5890;0;;ATTO_068;atto_68.pdf;0
atto_69.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_69.pdf;808f9d5b960a739b2d5971de0b0ebe0270ec385525ca8d2edf307ccdbb86224f;0;;ATTO_069;atto_69.pdf;0
atto_70.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_70.pdf;07fd192c8708fc8dccc4efe86e88a28a84569d4b0c9359928a1795fa0704e28a;0;;ATTO_070;atto_70.pdf;0
atto_71.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_71.pdf;3ddd5d4083f6f39073d13a7cf12098bcf61c1be74221fca7005a31195d11df79;0;;ATTO_071;atto_71.pdf;0
